징수년,징수시도,징수시군구,징수분류,징수금액
2016,전남,강진군,취득세,6439655
2016,전남,해남군,취득세,15998429
2016,전남,영암군,취득세,16747235
2016,전남,무안군,취득세,26379252
2016,전남,함평군,취득세,7864134
2016,전남,영광군,취득세,10955214
2016,전남,장성군,취득세,12738698
2016,전남,완도군,취득세,10714641
2016,전남,진도군,취득세,5501357
2016,전남,신안군,취득세,8136415
2016,전남,목포시,주민세,2851430
2016,전남,여수시,주민세,13709712
2016,전남,순천시,주민세,4687463
2016,전남,나주시,주민세,4590032
2016,전남,광양시,주민세,10650445
2016,전남,담양군,주민세,760035
2016,전남,곡성군,주민세,1066824
2016,전남,구례군,주민세,366974
2016,전남,고흥군,주민세,796443
2016,전남,보성군,주민세,504177
2016,전남,화순군,주민세,1578459
2016,전남,장흥군,주민세,379653
2016,전남,강진군,주민세,451686
2016,전남,해남군,주민세,1029929
2016,전남,영암군,주민세,4709114
2016,전남,무안군,주민세,974737
2016,전남,함평군,주민세,473533
2016,전남,영광군,주민세,1781487
2016,전남,장성군,주민세,1072643
2016,전남,완도군,주민세,429387
2016,전남,진도군,주민세,228960
2016,전남,신안군,주민세,381036
2016,전남,목포시,지방소득세,20930862
2016,전남,여수시,지방소득세,119723277
2016,전남,순천시,지방소득세,30657428
2016,전남,나주시,지방소득세,31977964
2016,전남,광양시,지방소득세,53771429
2016,전남,담양군,지방소득세,6003280
2016,전남,곡성군,지방소득세,2791567
2016,전남,구례군,지방소득세,1729536
2016,전남,고흥군,지방소득세,3891756
2016,전남,보성군,지방소득세,2860304
2016,전남,화순군,지방소득세,8847312
2016,전남,장흥군,지방소득세,2365823
2016,전남,강진군,지방소득세,3366373
2016,전남,해남군,지방소득세,5756059
2016,전남,영암군,지방소득세,14436742
2016,전남,무안군,지방소득세,8260819
2016,전남,함평군,지방소득세,2613464
2016,전남,영광군,지방소득세,20611523
2016,전남,장성군,지방소득세,7809907
2016,전남,완도군,지방소득세,2836537
2016,전남,진도군,지방소득세,2325095
2016,전남,신안군,지방소득세,2299750
